Numero de mesure;Longitude;Latitude;Position;Insee;Adresse;Complement;Code postal;Commune;Date de mesure;Mesure realisee;Rapport;Conformite de la mesure;Niveau global;Type d'environnement;Laboratoire
117591;3.83078;43.54838;03e 49' 50.82'' Est, 43e 32' 54.16'' Nord;34337;770 Avenue du Moulin de la Jasse;;34750;VILLENEUVE-LES-MAGUELONE;31/10/2014;En interieur;R_SO1048_1_1PUB.pdf;Oui;0.30;Lieu d'habitation;EXEM
117646;3.69640;43.41252;03e 41' 47.04'' Est, 43e 24' 45.07'' Nord;34301;78 Place Cambon;;34200;SETE;31/10/2014;En interieur;R_SO785_1_2PUB.pdf;Oui;0.14;Etablissement ouvert au public (Ecole, Et Soins, Gare?);EXEM
117797;3.88058;43.60451;03e 52' 50.10'' Est, 43e 36' 16.22'' Nord;34172;Place August Gibert;;34011;MONTPELLIER;30/10/2014;En interieur;R_SO785_1_1PUB.pdf;Oui;2.41;Etablissement ouvert au public (Ecole, Et Soins, Gare?);EXEM
118204;3.81814;43.63628;03e 49' 05.29'' Est, 43e 38' 10.60'' Nord;34172;28 Avenue RAIMBAUD D'ORANGE;;34000;MONTPELLIER;05/03/2013;En interieur;2 600 375_1_1 - Montpellier - casA - PUBLIC.pdf;Oui;1.69;Etablissement ouvert au public (Ecole, Et Soins, Gare?);BUREAU VERITAS
118276;3.46626;43.31706;03e 27' 58.53'' Est, 43e 19' 01.41'' Nord;34003;Rue de la Digue;;34300;AGDE;04/11/2014;En interieur;R_SO785_1_3PUB.pdf;Oui;0.22;Etablissement ouvert au public (Ecole, Et Soins, Gare?);EXEM
118283;3.21891;43.33648;03e 13' 08.07'' Est, 43e 20' 11.32'' Nord;34032;14 Boulevard de Verdun;;34500;BEZIERS;05/11/2014;En interieur;R_SO785_1_4PUB.pdf;Oui;0.06;Etablissement ouvert au public (Ecole, Et Soins, Gare?);EXEM
118339;3.23268;43.33673;03e 13' 57.64'' Est, 43e 20' 12.23'' Nord;34032;16 Rue Louis Paulhan;;34500;BEZIERS;19/11/2014;En interieur;R_SO1142_1_1PUB.pdf;Oui;0.75;Lieu d'habitation;EXEM
118422;3.93892;43.65192;03e 56' 20.09'' Est, 43e 39' 06.92'' Nord;34090;1 Avenue des Cevennes;;34920;LE CRES;20/11/2014;En interieur;R_SO1043_1_1PUB.pdf;Oui;0.14;Lieu d'habitation;EXEM
118487;3.22762;43.35301;03e 13' 39.44'' Est, 43e 21' 10.85'' Nord;34032;Rue du Rouat;;34500;BEZIERS;20/11/2014;En interieur;R_SO1097_1_1PUB.pdf;Oui;2.81;Locaux professionnels non accessibles au public;EXEM
118549;3.86404;43.64828;03e 51' 50.56'' Est, 43e 38' 53.80'' Nord;34172;3191 Route de Mende;;34093;MONTPELLIER;20/11/2014;En interieur;R_SO1158_1_1PUB.pdf;Oui;0.97;Etablissement ouvert au public (Ecole, Et Soins, Gare?);EXEM
118563;3.85621;43.61099;03e 51' 22.36'' Est, 43e 36' 39.55'' Nord;34172;36 Boulevard Benjamin Milhau;;34070;MONTPELLIER;27/11/2014;En interieur;R_SO1194_1_2PUB.pdf;Oui;0.17;Lieu d'habitation;EXEM
118564;3.94562;43.56983;03e 56' 44.22'' Est, 43e 34' 11.39'' Nord;34198;7 Rue du cheteau d'eau;;34470;PEROLS;27/11/2014;En interieur;R_SO1229_1_1PUB.pdf;Oui;0.63;Lieu d'habitation;EXEM
118768;3.94541;43.56999;03e 56' 43.48'' Est, 43e 34' 11.97'' Nord;34198;8 Rue du Cheteau d'eau;;34470;PEROLS;10/12/2014;En interieur;R_SO1257_1_1PUB.pdf;Oui;1.04;Lieu d'habitation;EXEM
119106;3.23196;43.33620;03e 13' 55.04'' Est, 43e 20' 10.32'' Nord;34032;28 Rue Jean Mermoz;;34500;BEZIERS;07/01/2015;En interieur;R_SO1261_1_2PUB.pdf;Oui;3.89;Lieu d'habitation;EXEM
119116;3.23248;43.33795;03e 13' 56.94'' Est, 43e 20' 16.62'' Nord;34032;3 Rue Georges Guynemer;;34500;BEZIERS;07/01/2015;En interieur;R_SO1261_1_1PUB.pdf;Oui;0.64;Lieu d'habitation;EXEM
119188;3.87988;43.61821;03e 52' 47.57'' Est, 43e 37' 05.56'' Nord;34172;11 Rue Louis Frederic Rouquette;;34090;MONTPELLIER;13/01/2015;En interieur;R_SO1342_1_1PUB.pdf;Oui;0.31;Lieu d'habitation;EXEM
119198;3.89378;43.62931;03e 53' 37.60'' Est, 43e 37' 45.50'' Nord;34172;87 Rue de la Draye;;34090;MONTPELLIER;13/01/2015;En interieur;R_SO1342_1_2PUB.pdf;Oui;0.17;Lieu d'habitation;EXEM
119505;3.05374;43.32802;03e 03' 13.46'' Est, 43e 19' 40.85'' Nord;34052;5 Rue des cigales;;34310;CAPESTANG;09/02/2015;En interieur;R_SO1461_1_1PUB.pdf;Oui;0.90;Lieu d'habitation;EXEM
119513;3.90611;43.57252;03e 54' 22.00'' Est, 43e 34' 21.06'' Nord;34129;Rue de la Martilliere;;34970;LATTES;29/01/2015;En interieur;R_SO1404_1_1PUB.pdf;Oui;0.62;Lieu d'habitation;EXEM
119867;4.01243;43.61586;04e 00' 44.74'' Est, 43e 36' 57.11'' Nord;34154;20 Boulevard de la Republique;;34130;MAUGUIO;18/03/2014;En interieur;R_SO186_1_1PUB.pdf;Oui;2.52;Lieu d'habitation;EXEM
119871;3.87196;43.59186;03e 52' 19.07'' Est, 43e 35' 30.68'' Nord;34172;2 Rue Tibidabo;;34070;MONTPELLIER;20/05/2014;En interieur;R_SO425_1_1PUB.pdf;Oui;0.88;Lieu d'habitation;EXEM
119881;3.22127;43.35155;03e 13' 16.58'' Est, 43e 21' 05.58'' Nord;34032;9 Rue Lamarck;;34500;BEZIERS;25/02/2014;En interieur;R_SO121_1_1PUB.pdf;Oui;1.13;Lieu d'habitation;EXEM
119908;3.69937;43.39963;03e 41' 57.72'' Est, 43e 23' 58.67'' Nord;34301;18 Rue Martin;;34200;SETE;19/03/2014;En interieur;R_SO201_1_1PUB.pdf;Oui;0.39;Lieu d'habitation;EXEM
119919;3.28322;43.28227;03e 16' 59.59'' Est, 43e 16' 56.17'' Nord;34299;3 Chemin de l'Airoule;;34410;SERIGNAN;31/03/2014;En interieur;R_SO161_1_1PUB.pdf;Oui;1.88;Lieu d'habitation;EXEM
119930;3.87436;43.61961;03e 52' 27.70'' Est, 43e 37' 10.61'' Nord;34172;3 Rue des Abeilles;;34090;MONTPELLIER;20/05/2014;En interieur;R_SO403_1_1PUB.pdf;Oui;0.51;Lieu d'habitation;EXEM
120037;3.88326;43.60360;03e 52' 59.74'' Est, 43e 36' 12.97'' Nord;34172;11 Rue Louis Figuier;;34000;MONTPELLIER;05/03/2015;En interieur;R_SO1472_1_1PUB.pdf;Oui;2.68;Lieu d'habitation;EXEM
120044;3.23160;43.35062;03e 13' 53.76'' Est, 43e 21' 02.23'' Nord;34032;4 Rue Ferdinand de Lesseps;;34500;BEZIERS;06/03/2015;En interieur;R_SO1506_1_2PUB.pdf;Oui;2.81;Lieu d'habitation;EXEM
120098;3.23693;43.34559;03e 14' 12.93'' Est, 43e 20' 44.13'' Nord;34032;7 Avenue Pierre Verdier;;34500;BEZIERS;06/03/2015;En interieur;R_SO1505_1_1PUB.pdf;Oui;4.06;Lieu d'habitation;EXEM
120307;3.86998;43.60596;03e 52' 11.93'' Est, 43e 36' 21.45'' Nord;34172;14 Rue Toiras;;34000;MONTPELLIER;21/07/2014;En interieur;R_SO652_1_1PUB.pdf;Oui;5.02;Lieu d'habitation;EXEM
120359;3.23346;43.33568;03e 14' 00.45'' Est, 43e 20' 08.44'' Nord;34032;11 Rue E.Sera;;34500;BEZIERS;17/03/2015;En interieur;R_SO1557_1_1PUB.pdf;Oui;0.48;Lieu d'habitation;EXEM
120578;3.11202;43.38970;03e 06' 43.27'' Est, 43e 23' 22.92'' Nord;34069;7 Lotissement les Hameaux;;34370;CAZOULS-LES-BEZIERS;02/04/2015;En interieur;R_SO1602_1_1PUB.pdf;Oui;0.20;Lieu d'habitation;EXEM
120847;3.86767;43.53490;03e 52' 03.60'' Est, 43e 32' 05.63'' Nord;34337;18 Rue du Courlis;;34750;VILLENEUVE-LES-MAGUELONE;21/04/2015;En interieur;R_SO1670_1_1PUB.pdf;Oui;0.22;Lieu d'habitation;EXEM
121014;3.99930;43.70807;03e 59' 57.48'' Est, 43e 42' 29.04'' Nord;34307;4 Rue de la Fontaine Blanche;;34160;SUSSARGUES;27/04/2015;En interieur;R_SO1702_1_1PUB.pdf;Oui;0.10;Lieu d'habitation;EXEM
121035;3.93682;43.58880;03e 56' 12.55'' Est, 43e 35' 19.68'' Nord;34154;210 Rue Saint-Exupery;;34130;MAUGUIO;27/04/2015;En interieur;R_SO1700_1_1PUB.pdf;Oui;1.42;Locaux professionnels non accessibles au public;EXEM
121068;3.72888;43.89005;03e 43' 43.97'' Est, 43e 53' 24.18'' Nord;34005;Hameau de Valrac;;34190;AGONES;28/04/2015;En interieur;R_SO1751_1_1PUB.pdf;Oui;0.29;Lieu d'habitation;EXEM
121072;3.66365;43.40223;03e 39' 49.15'' Est, 43e 24' 08.04'' Nord;34301;114 Rue Benjamin Roger;;34200;SETE;29/04/2015;En interieur;R_SO1765_1_1PUB.pdf;Oui;0.63;Lieu d'habitation;EXEM
121279;3.81696;43.62243;03e 49' 01.07'' Est, 43e 37' 20.76'' Nord;34172;120 Avenue de Barcelone;;34080;MONTPELLIER;11/05/2015;En interieur;R_SO1759_1_4PUB.pdf;Oui;0.10;Lieu d'habitation;EXEM
121285;3.81695;43.62238;03e 49' 01.01'' Est, 43e 37' 20.57'' Nord;34172;120 Avenue de Barcelone;;34080;MONTPELLIER;11/05/2015;En interieur;R_SO1759_1_5PUB.pdf;Oui;0.14;Lieu d'habitation;EXEM
121288;3.81694;43.62239;03e 49' 00.98'' Est, 43e 37' 20.59'' Nord;34172;120 Avenue de Barcelone;;34080;MONTPELLIER;11/05/2015;En interieur;R_SO1759_1_6PUB.pdf;Oui;0.21;Lieu d'habitation;EXEM
121349;3.81765;43.62236;03e 49' 03.55'' Est, 43e 37' 20.51'' Nord;34172;120 Avenue de Barcelone;;34080;MONTPELLIER;19/05/2015;En interieur;R_SO1758_1_1PUB.pdf;Oui;0.60;Lieu d'habitation;EXEM
121350;3.81713;43.62185;03e 49' 01.68'' Est, 43e 37' 18.67'' Nord;34172;120 Avenue de Barcelone;;34080;MONTPELLIER;19/05/2015;En interieur;R_SO1759_1_3PUB.pdf;Oui;0.70;Lieu d'habitation;EXEM
121357;3.81716;43.62185;03e 49' 01.76'' Est, 43e 37' 18.67'' Nord;34172;120 Avenue de Barcelone;;34080;MONTPELLIER;19/05/2015;En interieur;R_SO1759_1_2PUB.pdf;Oui;0.18;Lieu d'habitation;EXEM
121361;3.81733;43.62196;03e 49' 02.39'' Est, 43e 37' 19.06'' Nord;34172;120 Avenue de Barcelone;;34080;MONTPELLIER;19/05/2015;En interieur;R_SO1759_1_1PUB.pdf;Oui;0.45;Lieu d'habitation;EXEM
121363;3.81646;43.62214;03e 48' 59.24'' Est, 43e 37' 19.70'' Nord;34172;120 Avenue de Barcelone;;34080;MONTPELLIER;19/05/2015;En interieur;R_SO1832_1_1PUB.pdf;Oui;0.47;Lieu d'habitation;EXEM
121483;3.81716;43.62207;03e 49' 01.78'' Est, 43e 37' 19.46'' Nord;34172;120 Avenue de Barcelone;;34080;MONTPELLIER;27/05/2015;En interieur;R_SO1758_1_2PUB.pdf;Oui;0.29;Lieu d'habitation;EXEM
122015;3.23710;43.34557;03e 14' 13.55'' Est, 43e 20' 44.06'' Nord;34032;7 Avenue Pierre Verdier;;34500;BEZIERS;30/06/2015;En interieur;R_SO1931_1_3PUB.pdf;Oui;2.33;Locaux professionnels non accessibles au public;EXEM
122024;3.23703;43.34582;03e 14' 13.32'' Est, 43e 20' 44.95'' Nord;34032;7 Avenue Pierre Verdier;;34500;BEZIERS;30/06/2015;En interieur;R_SO1931_1_2PUB.pdf;Oui;1.64;Locaux professionnels non accessibles au public;EXEM
122026;3.23750;43.34576;03e 14' 14.99'' Est, 43e 20' 44.74'' Nord;34032;7 Avenue Pierre Verdier;;34500;BEZIERS;30/06/2015;En interieur;R_SO1931_1_1PUB.pdf;Oui;2.38;Locaux professionnels non accessibles au public;EXEM
122037;3.81757;43.62191;03e 49' 03.26'' Est, 43e 37' 18.88'' Nord;34172;120 Avenue de Barcelone;;34080;MONTPELLIER;01/07/2015;En interieur;R_SO1893_1_1PUB.pdf;Oui;0.44;Lieu d'habitation;EXEM
122055;3.23729;43.34534;03e 14' 14.26'' Est, 43e 20' 43.21'' Nord;34032;7 Avenue Pierre Verdier;;34500;BEZIERS;30/06/2015;En interieur;R_SO1932_1_2PUB.pdf;Oui;2.60;Locaux professionnels non accessibles au public;EXEM
122056;3.23692;43.34587;03e 14' 12.91'' Est, 43e 20' 45.14'' Nord;34032;7 Avenue Pierre Verdier;;34500;BEZIERS;30/06/2015;En interieur;R_SO1931_1_4PUB.pdf;Oui;0.91;Locaux professionnels non accessibles au public;EXEM
122302;3.89177;43.61723;03e 53' 30.38'' Est, 43e 37' 02.01'' Nord;34172;51 Boulevard Ernest Renan;;34000;MONTPELLIER;20/07/2015;En interieur;R_SO1988_1_1PUB.pdf;Oui;0.13;Etablissement ouvert au public (Ecole, Et Soins, Gare?);EXEM
122307;3.89049;43.61747;03e 53' 25.78'' Est, 43e 37' 02.89'' Nord;34172;48 Boulevard Ernest Renan;;34000;MONTPELLIER;21/07/2015;En interieur;R_SO1982_1_15PUB.pdf;Oui;0.12;Lieu d'habitation;EXEM
122315;3.84895;43.68304;03e 50' 56.22'' Est, 43e 40' 58.95'' Nord;34247;3 Avenue du Val de Montferrand;;34980;SAINT-CLEMENT-DE-RIVIERE;20/07/2015;En interieur;R_SO1991_1_1PUB.pdf;Oui;0.12;Lieu d'habitation;EXEM
122323;3.89071;43.61759;03e 53' 26.54'' Est, 43e 37' 03.31'' Nord;34172;47 Boulevard Ernest Renan;;34000;MONTPELLIER;21/07/2015;En interieur;R_SO1982_1_7PUB.pdf;Oui;0.13;Lieu d'habitation;EXEM
122369;3.89267;43.61541;03e 53' 33.61'' Est, 43e 36' 55.49'' Nord;34172;422 Rue la Pepiniere;;34000;MONTPELLIER;22/07/2015;En interieur;R_SO2029_1_1PUB.pdf;Oui;0.58;Lieu d'habitation;EXEM
122371;3.89150;43.61841;03e 53' 29.39'' Est, 43e 37' 06.27'' Nord;34172;196 Rue des paradisiers;;34000;MONTPELLIER;23/07/2015;En interieur;R_SO1982_1_6PUB.pdf;Oui;0.26;Etablissement ouvert au public (Ecole, Et Soins, Gare?);EXEM
122372;3.88773;43.61546;03e 53' 15.84'' Est, 43e 36' 55.65'' Nord;34172;403 Avenue de Saint Maur;;34000;MONTPELLIER;23/07/2015;En interieur;R_SO1982_1_1PUB.pdf;Oui;0.13;Lieu d'habitation;EXEM
122373;3.89084;43.61737;03e 53' 27.01'' Est, 43e 37' 02.53'' Nord;34172;48 Boulevard Ernest Renan;;34000;MONTPELLIER;22/07/2015;En interieur;R_SO1982_1_9PUB.pdf;Oui;0.23;Lieu d'habitation;EXEM
122377;3.89389;43.61858;03e 53' 37.99'' Est, 43e 37' 06.90'' Nord;34172;1100 Avenue de Saint Maur;;34000;MONTPELLIER;23/07/2015;En interieur;R_SO1982_1_2PUB.pdf;Oui;0.22;Lieu d'habitation;EXEM
122382;3.89157;43.61716;03e 53' 29.64'' Est, 43e 37' 01.77'' Nord;34172;56 Boulevard Ernest Renan;;34000;MONTPELLIER;22/07/2015;En interieur;R_SO1982_1_12PUB.pdf;Oui;0.24;Lieu d'habitation;EXEM
122451;3.89050;43.61785;03e 53' 25.79'' Est, 43e 37' 04.26'' Nord;34172;5 Impasse Viala;;34000;MONTPELLIER;23/07/2015;En interieur;R_SO1982_1_3PUB.pdf;Oui;0.18;Lieu d'habitation;EXEM
122720;3.60638;43.42760;03e 36' 22.95'' Est, 43e 25' 39.34'' Nord;34157;7 Rue Sadi Carnot;;34140;MEZE;17/08/2015;En interieur;R_SO2063_1_1PUB.pdf;Oui;0.16;Lieu d'habitation;EXEM
122747;3.60677;43.42734;03e 36' 24.36'' Est, 43e 25' 38.42'' Nord;34157;20 Rue Sadi Carnot;;34140;MEZE;18/08/2015;En interieur;R_SO2063_1_5PUB.pdf;Oui;0.09;Commerce (Centre commercial, ?;EXEM
122748;3.60662;43.42747;03e 36' 23.85'' Est, 43e 25' 38.89'' Nord;34157;13 Rue Sadi Carnot;;34140;MEZE;18/08/2015;En interieur;R_SO2063_1_3PUB.pdf;Oui;0.40;Lieu d'habitation;EXEM
122753;3.60621;43.42814;03e 36' 22.35'' Est, 43e 25' 41.29'' Nord;34157;10 Avenue De Montpellier;;34140;MEZE;18/08/2015;En interieur;R_SO2063_1_8PUB.pdf;Oui;0.09;Commerce (Centre commercial, ?;EXEM
122853;4.01817;43.77063;04e 01' 05.42'' Est, 43e 46' 14.28'' Nord;34110;76 Chemin Du Moulin e Vent;;34160;GALARGUES;19/08/2015;En interieur;R_SO2073_1_1PUB.pdf;Oui;0.32;Lieu d'habitation;EXEM
123039;3.23827;43.34558;03e 14' 17.77'' Est, 43e 20' 44.09'' Nord;34032;15 Avenue Pierre Verdier;;34500;BEZIERS;16/09/2015;En interieur;R_SO2102_1_1PUB.pdf;Oui;0.22;Divers;EXEM
123053;3.86857;43.63676;03e 52' 06.86'' Est, 43e 38' 12.34'' Nord;34172;16 Rue Prosper Lissagaray;;34090;MONTPELLIER;16/09/2015;En interieur;R_SO2108_1_1PUB.pdf;Oui;0.41;Lieu d'habitation;EXEM
123056;3.87738;43.61076;03e 52' 38.58'' Est, 43e 36' 38.74'' Nord;34172;27 Rue Foch;;34000;MONTPELLIER;16/09/2015;En interieur;R_SO2142_1_2PUB.pdf;Oui;0.15;Lieu d'habitation;EXEM
123059;3.66900;43.49611;03e 40' 08.40'' Est, 43e 29' 45.99'' Nord;34213;30 Avenue Bois de Boulogne;;34560;POUSSAN;16/09/2015;En interieur;R_SO2151_1_1PUB.pdf;Oui;0.13;Lieu d'habitation;EXEM
123061;3.91406;43.60087;03e 54' 50.60'' Est, 43e 36' 03.12'' Nord;34172;194 Avenue Nina Simone;;34960;MONTPELLIER;17/09/2015;En interieur;R_SO2142_1_1PUB.pdf;Oui;0.44;Locaux professionnels non accessibles au public;EXEM
123146;3.69675;43.41256;03e 41' 48.28'' Est, 43e 24' 45.23'' Nord;34301;78 Place Cambon;;34200;SETE;29/09/2015;En interieur;R_SO2122_1_1PUB.pdf;Oui;0.14;Etablissement ouvert au public (Ecole, Et Soins, Gare?);EXEM
123148;3.46638;43.31735;03e 27' 58.96'' Est, 43e 19' 02.47'' Nord;34003;Rue de la Digue;;34300;AGDE;29/09/2015;En interieur;R_SO2123_1_1PUB.pdf;Oui;0.24;Etablissement ouvert au public (Ecole, Et Soins, Gare?);EXEM
123396;3.20813;43.35015;03e 12' 29.26'' Est, 43e 21' 00.53'' Nord;34032;11 Impasse Andre Dauchez;;34500;BEZIERS;20/10/2015;En interieur;R_SO2277_1_1PUB.pdf;Oui;2.06;Lieu d'habitation;EXEM
123420;3.23247;43.33810;03e 13' 56.87'' Est, 43e 20' 17.16'' Nord;34032;3 Rue Georges Guynemer;;34500;BEZIERS;19/10/2015;En interieur;R_SO2254_1_1PUB.pdf;Oui;0.87;Lieu d'habitation;EXEM
123601;3.87014;43.61612;03e 52' 12.49'' Est, 43e 36' 58.02'' Nord;34172;5 Rue De La Sauzede;;34000;MONTPELLIER;02/11/2015;En interieur;R_SO2274_1_2PUB.pdf;Oui;1.10;Lieu d'habitation;EXEM
123639;3.86808;43.60887;03e 52' 05.07'' Est, 43e 36' 31.95'' Nord;34172;18 Rue Emile Zola;;34000;MONTPELLIER;03/11/2015;En interieur;R_SO2274_1_1PUB.pdf;Oui;1.71;Lieu d'habitation;EXEM
123790;3.21891;43.33648;03e 13' 08.07'' Est, 43e 20' 11.32'' Nord;34032;14 Boulevard de Verdun;;34500;BEZIERS;09/11/2015;En interieur;R_SO2230_1_1PUB.pdf;Oui;0.19;Etablissement ouvert au public (Ecole, Et Soins, Gare?);EXEM
124231;3.88279;43.60972;03e 52' 58.03'' Est, 43e 36' 35.00'' Nord;34172;14 Avenue Frederic Mistral;;34000;MONTPELLIER;10/12/2015;En interieur;R_SO2350_1_1PUB.pdf;Oui;1.96;Lieu d'habitation;EXEM
124928;3.92433;43.68304;03e 55' 27.58'' Est, 43e 40' 58.95'' Nord;34309;Place de l'Eglise;;34820;TEYRAN;07/01/2016;En interieur;R_SO2482_1_3PUB.pdf;Oui;0.33;Etablissement ouvert au public (Ecole, Et Soins, Gare?);EXEM
125724;3.87775;43.55656;03e 52' 39.90'' Est, 43e 33' 23.60'' Nord;34129;Avenue du Montpellieret;Site Maurin - Betiment BEX;34970;LATTES;26/01/2016;En interieur;Rapport public AU121501-R.pdf;Oui;0.17;Locaux professionnels non accessibles au public;AEXPERTISE
125881;3.86238;43.58942;03e 51' 44.57'' Est, 43e 35' 21.92'' Nord;34172;85 Rue Charles Vanel;;34070;MONTPELLIER;08/02/2016;En interieur;R_SO2546_1_1PUB.pdf;Oui;0.51;Lieu d'habitation;EXEM
126287;3.21445;43.34329;03e 12' 52.00'' Est, 43e 20' 35.84'' Nord;34032;5 Rue Mairan;;34500;BEZIERS;07/03/2016;En interieur;R_SO2688_1_1PUB.pdf;Oui;0.45;Lieu d'habitation;EXEM
126513;3.23223;43.34956;03e 13' 56.04'' Est, 43e 20' 58.43'' Nord;34032;16 Rue Ferdinand de Lesseps;;34500;BEZIERS;04/04/2016;En interieur;R_SO2767_1_1PUB.pdf;Oui;0.17;Lieu d'habitation;EXEM
126522;2.79160;43.50466;02e 47' 29.76'' Est, 43e 30' 16.77'' Nord;34229;7 Chemin Neuf;;34220;RIOLS;04/04/2016;En interieur;R_SO2766_1_1PUB.pdf;Oui;0.53;Lieu d'habitation;EXEM
127056;3.21453;43.36111;03e 12' 52.31'' Est, 43e 21' 39.99'' Nord;34032;114 Rue de l'Oranger;;34500;BEZIERS;17/05/2016;En interieur;R_SO2934_1_1PUB.pdf;Oui;0.28;Lieu d'habitation;EXEM
127159;3.23178;43.33605;03e 13' 54.42'' Est, 43e 20' 09.78'' Nord;34032;28 Rue Jean Mermoz;;34500;BEZIERS;17/05/2016;En interieur;R_SO2933_1_1PUB.pdf;Oui;3.69;Lieu d'habitation;EXEM
127397;2.59840;43.32879;02e 35' 54.22'' Est, 43e 19' 43.65'' Nord;34097;5 Route de Carcassonne;;34210;FELINES-MINERVOIS;08/06/2016;En interieur;R_SO2956_1_1PUB.pdf;Oui;0.24;Lieu d'habitation;EXEM
127846;3.23365;43.33604;03e 14' 01.14'' Est, 43e 20' 09.75'' Nord;34032;20 Rue Louis Carayon;;34500;BEZIERS;05/07/2016;En interieur;R_SO3028_1_1PUB.pdf;Oui;0.31;Lieu d'habitation;EXEM
128119;3.89088;43.60792;03e 53' 27.16'' Est, 43e 36' 28.52'' Nord;34172;50 Place Zeus;;34000;MONTPELLIER;11/08/2016;En interieur;R_SO3172_1_1PUB.pdf;Oui;1.38;Locaux professionnels non accessibles au public;EXEM
128131;3.89092;43.60819;03e 53' 27.31'' Est, 43e 36' 29.47'' Nord;34172;Rue Leon Blum;;34000;MONTPELLIER;11/08/2016;En interieur;R_SO3172_1_2PUB.pdf;Oui;1.04;Locaux professionnels non accessibles au public;EXEM
128176;3.18670;43.46958;03e 11' 12.12'' Est, 43e 28' 10.47'' Nord;34258;9 Rue des Pins;;34480;SAINT-GENIES-DE-FONTEDIT;31/08/2016;En interieur;R_SO3218_1_1PUB.pdf;Oui;0.26;Lieu d'habitation;EXEM
128325;3.84324;43.61140;03e 50' 35.66'' Est, 43e 36' 41.05'' Nord;34172;125 Avenue de Lodeve;;34000;MONTPELLIER;30/10/2014;En interieur;R_SO913_1_1PUB.pdf;Oui;0.45;Locaux professionnels non accessibles au public;EXEM
128657;3.68999;43.44955;03e 41' 23.96'' Est, 43e 26' 58.39'' Nord;34023;67 Rue des Palombes;;34540;BALARUC-LES-BAINS;26/07/2016;En interieur;R_SO3147_1_2PUB.pdf;Oui;2.00;Lieu d'habitation;EXEM
128663;3.69038;43.44980;03e 41' 25.35'' Est, 43e 26' 59.27'' Nord;34023;4 Plan de Thau;;34540;BALARUC-LES-BAINS;11/08/2016;En interieur;R_SO3147_1_1PUB.pdf;Oui;1.37;Lieu d'habitation;EXEM
128717;3.82481;43.60527;03e 49' 29.31'' Est, 43e 36' 18.98'' Nord;34172;63 Impasse des Millepertuis;;34070;MONTPELLIER;24/10/2016;En interieur;R_SO3338_1_1PUB.pdf;Oui;0.86;Lieu d'habitation;EXEM
128818;3.22844;43.35313;03e 13' 42.37'' Est, 43e 21' 11.26'' Nord;34032;5 Rue Claude Farrere;;34500;BEZIERS;09/11/2016;En interieur;R_SO3356_1_1PUB.pdf;Oui;0.70;Lieu d'habitation;EXEM
128828;3.31650;43.50377;03e 18' 59.39'' Est, 43e 30' 13.58'' Nord;34237;7 Rue Jean Calas;;34320;ROUJAN;09/11/2016;En interieur;R_SO3393_1_1PUB.pdf;Oui;0.24;Lieu d'habitation;EXEM
129096;3.68993;43.44940;03e 41' 23.73'' Est, 43e 26' 57.83'' Nord;34023;69 Rue des Palombes;;34540;BALARUC-LES-BAINS;19/09/2016;En interieur;R_SO3240_1_1PUB.pdf;Oui;1.24;Lieu d'habitation;EXEM
129123;3.82818;43.56957;03e 49' 41.44'' Est, 43e 34' 10.46'' Nord;34270;16 Rue des Carrieres;;34430;SAINT-JEAN-DE-VEDAS;12/12/2016;En interieur;R_SO3506_1_1PUB.pdf;Oui;0.48;Lieu d'habitation;EXEM
129124;3.88410;43.59169;03e 53' 02.75'' Est, 43e 35' 30.08'' Nord;34172;11 Rue des Catalpas;;34070;MONTPELLIER;13/12/2016;En interieur;R_SO3509_1_1PUB.pdf;Oui;0.36;Lieu d'habitation;EXEM
129129;3.87493;43.61234;03e 52' 29.76'' Est, 43e 36' 44.43'' Nord;34172;4 Rue Saint-Pierre;;34000;MONTPELLIER;12/12/2016;En interieur;R_SO3542_1_1PUB.pdf;Oui;0.56;Lieu d'habitation;EXEM
129133;3.83127;43.57344;03e 49' 52.56'' Est, 43e 34' 24.39'' Nord;34270;129 Chemin de la Roque;;34430;SAINT-JEAN-DE-VEDAS;12/12/2016;En interieur;R_SO3495_1_1PUB.pdf;Oui;0.14;Divers;EXEM
129134;3.87719;43.61103;03e 52' 37.87'' Est, 43e 36' 39.70'' Nord;34172;8 Place du Marche aux Fleurs;;34000;MONTPELLIER;12/12/2016;En interieur;R_SO3521_1_1PUB.pdf;Oui;0.24;Lieu d'habitation;EXEM
129242;3.10956;43.39019;03e 06' 34.42'' Est, 43e 23' 24.68'' Nord;34069;19 Avenue Jean Moulin;;34370;CAZOULS-LES-BEZIERS;24/10/2016;En interieur;R_SO3318_1_1PUB.pdf;Oui;1.31;Lieu d'habitation;EXEM
129381;3.84095;43.61677;03e 50' 27.40'' Est, 43e 37' 00.37'' Nord;34172;148 Rue Marius Carrieu;;34080;MONTPELLIER;03/01/2017;En interieur;R_SO3571_1_1PUB.pdf;Oui;0.41;Divers;EXEM
129383;3.90347;43.60682;03e 54' 12.50'' Est, 43e 36' 24.54'' Nord;34172;170 Rue Fra Angelico;;34000;MONTPELLIER;04/01/2017;En interieur;R_SO3583_1_1PUB.pdf;Oui;0.24;Lieu d'habitation;EXEM
